ticket	task_label	phase	minutes	dollars	model	provenance	source_file
TOO-30	GREEN phase -- debugging + fixing the duplicate_format failure	implementation	10		Sonnet 5	E	TOO-30/TOO-30 Coder Implementation Report - GREEN Phase.md
TOO-30	GREEN phase -- documentation updates	implementation	8		Sonnet 5	E	TOO-30/TOO-30 Coder Implementation Report - GREEN Phase.md
TOO-30	GREEN phase -- combined: self-review + ruff/compile + report writing	other	8		Sonnet 5	E	TOO-30/TOO-30 Coder Implementation Report - GREEN Phase.md
TOO-30	GREEN phase	TOTAL	53	2.5	Sonnet 5	E	TOO-30/TOO-30 Coder Implementation Report - GREEN Phase.md
TOO-30	RED phase tests	planning	4		Sonnet 5	M	TOO-30/TOO-30 Coder Implementation Report - RED Phase Tests.md
TOO-30	RED phase tests	implementation	15		Sonnet 5	M	TOO-30/TOO-30 Coder Implementation Report - RED Phase Tests.md
TOO-30	RED phase tests	self_review	8		Sonnet 5	M	TOO-30/TOO-30 Coder Implementation Report - RED Phase Tests.md
TOO-30	RED phase tests	report	2		Sonnet 5	E	TOO-30/TOO-30 Coder Implementation Report - RED Phase Tests.md
TOO-30	RED phase tests	TOTAL	29	0.85	Sonnet 5	M	TOO-30/TOO-30 Coder Implementation Report - RED Phase Tests.md
TOO-30	test isolation cleanup	planning	35	1.2	Sonnet 5	E	TOO-30/TOO-30 Test Isolation Cleanup - Implementation Report.md
TOO-30	test isolation cleanup	implementation	70	3.5	Sonnet 5	E	TOO-30/TOO-30 Test Isolation Cleanup - Implementation Report.md
TOO-30	test isolation cleanup	self_review	10	0.3	Sonnet 5	E	TOO-30/TOO-30 Test Isolation Cleanup - Implementation Report.md
TOO-30	test isolation cleanup	report	5	0.15	Sonnet 5	E	TOO-30/TOO-30 Test Isolation Cleanup - Implementation Report.md
TOO-30	test isolation cleanup	TOTAL	120	5.15	Sonnet 5	E	TOO-30/TOO-30 Test Isolation Cleanup - Implementation Report.md
TOO-44	re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails	planning	10	0.05	Sonnet 5	E	implementation/TOO-44 follow-up - re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails - coder-latest-implementation-report.md
TOO-44	re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails	implementation	5	0.02	Sonnet 5	E	implementation/TOO-44 follow-up - re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails - coder-latest-implementation-report.md
TOO-44	re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails	self_review	20	0.1	Sonnet 5	E	implementation/TOO-44 follow-up - re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails - coder-latest-implementation-report.md
TOO-44	re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails	report	5	0.02	Sonnet 5	E	implementation/TOO-44 follow-up - re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails - coder-latest-implementation-report.md
TOO-44	re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails -- cost stated only as a bound, 'under $0.20'	TOTAL	40		Sonnet 5	E	implementation/TOO-44 follow-up - re-drift guard for TestDecisionReachesStdoutWhenCrashLoggingFails - coder-latest-implementation-report.md
TOO-44	ambient prose repair pass 2	planning	12	1.1		E	TOO-45/reports/TOO-44 ambient prose repair pass 2 - coder implementation report.md
TOO-44	ambient prose repair pass 2	implementation	8	0.55		E	TOO-45/reports/TOO-44 ambient prose repair pass 2 - coder implementation report.md
TOO-44	ambient prose repair pass 2	self_review	7	0.6		E	TOO-45/reports/TOO-44 ambient prose repair pass 2 - coder implementation report.md
TOO-44	ambient prose repair pass 2	TOTAL	27	2.25		E	TOO-45/reports/TOO-44 ambient prose repair pass 2 - coder implementation report.md
TOO-44	ticket 44 round 6 prose repair	planning	28	11		E	TOO-45/reports/TOO-45 ticket 44 round6 prose repair - implementation report.md
TOO-44	ticket 44 round 6 prose repair	implementation	12	4		E	TOO-45/reports/TOO-45 ticket 44 round6 prose repair - implementation report.md
TOO-44	ticket 44 round 6 prose repair	self_review	16	5		E	TOO-45/reports/TOO-45 ticket 44 round6 prose repair - implementation report.md
TOO-44	ticket 44 round 6 prose repair	report	6	2		E	TOO-45/reports/TOO-45 ticket 44 round6 prose repair - implementation report.md
TOO-44	ticket 44 round 6 prose repair	TOTAL	62	22		E	TOO-45/reports/TOO-45 ticket 44 round6 prose repair - implementation report.md
TOO-44	review-44 round 5 repair -- 'proportions estimated'; source says the phases do not sum to wall clock	planning	15		Opus 5	E	TOO-45/reports/TOO-45 review-44 round5 repair - coder implementation report.md
TOO-44	review-44 round 5 repair	implementation	20		Opus 5	E	TOO-45/reports/TOO-45 review-44 round5 repair - coder implementation report.md
TOO-44	review-44 round 5 repair	verification	15		Opus 5	E	TOO-45/reports/TOO-45 review-44 round5 repair - coder implementation report.md
TOO-44	review-44 round 5 repair -- measured 18:31-18:49 local	TOTAL	18	3.5	Opus 5	M	TOO-45/reports/TOO-45 review-44 round5 repair - coder implementation report.md
TOO-45	--mocks four-finding repair pass (architecture_fitness)	planning	15		Sonnet-class	E	implementation/TOO-45 coder-latest-implementation-report.md
TOO-45	--mocks four-finding repair pass (architecture_fitness)	implementation	5		Sonnet-class	E	implementation/TOO-45 coder-latest-implementation-report.md
TOO-45	--mocks four-finding repair pass (architecture_fitness)	verification	10		Sonnet-class	E	implementation/TOO-45 coder-latest-implementation-report.md
TOO-45	--mocks four-finding repair pass (architecture_fitness) -- report + memory writes	report	5		Sonnet-class	E	implementation/TOO-45 coder-latest-implementation-report.md
TOO-45	--mocks four-finding repair pass (architecture_fitness)	TOTAL	35		Sonnet-class	E	implementation/TOO-45 coder-latest-implementation-report.md
TOO-45	F1 dollar-paren depth guard	planning	20	0.9	Sonnet 5	E	implementation/TOO-45 F1 dollar-paren depth guard - coder implementation report.md
TOO-45	F1 dollar-paren depth guard	implementation	20	0.8	Sonnet 5	E	implementation/TOO-45 F1 dollar-paren depth guard - coder implementation report.md
TOO-45	F1 dollar-paren depth guard	verification	15	0.5	Sonnet 5	E	implementation/TOO-45 F1 dollar-paren depth guard - coder implementation report.md
TOO-45	F1 dollar-paren depth guard	report	5	0.2	Sonnet 5	E	implementation/TOO-45 F1 dollar-paren depth guard - coder implementation report.md
TOO-45	F1 dollar-paren depth guard	TOTAL	60	2.4	Sonnet 5	E	implementation/TOO-45 F1 dollar-paren depth guard - coder implementation report.md
TOO-45	statement_bounds_containing table refactor -- stated '~10 min' but the timestamps beside it read 11:44-11:46	planning	10		Sonnet 5	E	implementation/TOO-45 statement_bounds_containing table refactor - coder implementation report.md
TOO-45	statement_bounds_containing table refactor	implementation	6		Sonnet 5	M	implementation/TOO-45 statement_bounds_containing table refactor - coder implementation report.md
TOO-45	statement_bounds_containing table refactor	self_review	6		Sonnet 5	M	implementation/TOO-45 statement_bounds_containing table refactor - coder implementation report.md
TOO-45	statement_bounds_containing table refactor	report	4		Sonnet 5	M	implementation/TOO-45 statement_bounds_containing table refactor - coder implementation report.md
TOO-45	statement_bounds_containing table refactor	TOTAL	26	3.0	Sonnet 5	M	implementation/TOO-45 statement_bounds_containing table refactor - coder implementation report.md
TOO-45	resolution seam protocols	planning	25		Sonnet 5	E	TOO-45/reports/resolution-seam-protocols-report.md
TOO-45	resolution seam protocols	implementation	70		Sonnet 5	E	TOO-45/reports/resolution-seam-protocols-report.md
TOO-45	resolution seam protocols	self_review	25		Sonnet 5	E	TOO-45/reports/resolution-seam-protocols-report.md
TOO-45	resolution seam protocols	report	10		Sonnet 5	E	TOO-45/reports/resolution-seam-protocols-report.md
TOO-45	resolution seam protocols	TOTAL	130	4.0	Sonnet 5	E	TOO-45/reports/resolution-seam-protocols-report.md
TOO-45	revert redirect-glued tilde extension	planning	15		Sonnet	E	TOO-45/reports/TOO-45 revert redirect-glued tilde extension - coder implementation report.md
TOO-45	revert redirect-glued tilde extension	implementation	15		Sonnet	E	TOO-45/reports/TOO-45 revert redirect-glued tilde extension - coder implementation report.md
TOO-45	revert redirect-glued tilde extension	verification	15		Sonnet	E	TOO-45/reports/TOO-45 revert redirect-glued tilde extension - coder implementation report.md
TOO-45	revert redirect-glued tilde extension	report	10		Sonnet	E	TOO-45/reports/TOO-45 revert redirect-glued tilde extension - coder implementation report.md
TOO-45	revert redirect-glued tilde extension	TOTAL	50		Sonnet	E	TOO-45/reports/TOO-45 revert redirect-glued tilde extension - coder implementation report.md
TOO-45	phase 2 tools-hierarchy / tools-mining	planning	50		Sonnet-class	E	TOO-45/TOO-45 phase 2 tools-hierarchy tools-mining - coder report.md
TOO-45	phase 2 tools-hierarchy / tools-mining	implementation	17.5		Sonnet-class	E	TOO-45/TOO-45 phase 2 tools-hierarchy tools-mining - coder report.md
TOO-45	phase 2 tools-hierarchy / tools-mining	verification	17.5		Sonnet-class	E	TOO-45/TOO-45 phase 2 tools-hierarchy tools-mining - coder report.md
TOO-45	phase 2 tools-hierarchy / tools-mining -- stated as 'a few minutes', unquantified	report			Sonnet-class	E	TOO-45/TOO-45 phase 2 tools-hierarchy tools-mining - coder report.md
TOO-45	R3 review-fix	planning	12	0.6	Sonnet 5	M	implementation/TOO-45 R3 review-fix implementation report.md
TOO-45	R3 review-fix	implementation	13	0.9	Sonnet 5	M	implementation/TOO-45 R3 review-fix implementation report.md
TOO-45	R3 review-fix -- source folds phase 3 into phase 2's figure; no separate number	self_review			Sonnet 5	M	implementation/TOO-45 R3 review-fix implementation report.md
TOO-45	R3 review-fix	report	3	0.2	Sonnet 5	M	implementation/TOO-45 R3 review-fix implementation report.md
TOO-45	R3 review-fix	TOTAL	30	1.7	Sonnet 5	M	implementation/TOO-45 R3 review-fix implementation report.md
TOO-45	R3 second review-fix	planning	17	0.9	Sonnet 5	M	implementation/TOO-45 R3 second review-fix implementation report.md
TOO-45	R3 second review-fix -- combined: phases 2 and 3 interleaved (implementation + self-review)	other	19	1.0	Sonnet 5	M	implementation/TOO-45 R3 second review-fix implementation report.md
TOO-45	R3 second review-fix	report	4	0.2	Sonnet 5	M	implementation/TOO-45 R3 second review-fix implementation report.md
TOO-45	R3 second review-fix	TOTAL	40	2.1	Sonnet 5	M	implementation/TOO-45 R3 second review-fix implementation report.md
TOO-45-14	ticket 14 residual: takeover notice routing	planning	10		Sonnet	E	implementation/TOO-45 ticket 14 residual - takeover notice routing - coder implementation report.md
TOO-45-14	ticket 14 residual: takeover notice routing	implementation	15		Sonnet	E	implementation/TOO-45 ticket 14 residual - takeover notice routing - coder implementation report.md
TOO-45-14	ticket 14 residual: takeover notice routing	self_review	15		Sonnet	E	implementation/TOO-45 ticket 14 residual - takeover notice routing - coder implementation report.md
TOO-45-14	ticket 14 residual: takeover notice routing	report	5		Sonnet	E	implementation/TOO-45 ticket 14 residual - takeover notice routing - coder implementation report.md
TOO-45-14	ticket 14 residual: takeover notice routing	TOTAL	45		Sonnet	E	implementation/TOO-45 ticket 14 residual - takeover notice routing - coder implementation report.md
TOO-45-18	proposed ticket 18: default multitoken prefix over-match	planning	13		Sonnet-class	M	TOO-45/reports/TOO-45 proposed ticket 18 - default multitoken prefix over-match - coder implementation report.md
TOO-45-18	proposed ticket 18: default multitoken prefix over-match	implementation	15		Sonnet-class	M	TOO-45/reports/TOO-45 proposed ticket 18 - default multitoken prefix over-match - coder implementation report.md
TOO-45-18	proposed ticket 18: default multitoken prefix over-match -- phase 3/4: report + IDE handoff	report	5		Sonnet-class	M	TOO-45/reports/TOO-45 proposed ticket 18 - default multitoken prefix over-match - coder implementation report.md
TOO-45-18	proposed ticket 18: default multitoken prefix over-match	TOTAL	33	2.25	Sonnet-class	M	TOO-45/reports/TOO-45 proposed ticket 18 - default multitoken prefix over-match - coder implementation report.md
TOO-45-18	review-18 round 1 repair	planning	19	1.4	Sonnet-class	M	TOO-45/reports/TOO-45 review-18 round1 repair - coder implementation report.md
TOO-45-18	review-18 round 1 repair	implementation	6	0.5	Sonnet-class	M	TOO-45/reports/TOO-45 review-18 round1 repair - coder implementation report.md
TOO-45-18	review-18 round 1 repair	self_review	3	0.3	Sonnet-class	M	TOO-45/reports/TOO-45 review-18 round1 repair - coder implementation report.md
TOO-45-18	review-18 round 1 repair -- in progress at writing; no elapsed given	report		0.2	Sonnet-class	E	TOO-45/reports/TOO-45 review-18 round1 repair - coder implementation report.md
TOO-45-18	review-18 round 1 repair	TOTAL	28	2.4	Sonnet-class	M	TOO-45/reports/TOO-45 review-18 round1 repair - coder implementation report.md
TOO-45-18	review-18 round 2 repair	planning	13		Sonnet 5	E	TOO-45/reports/review-18-round2 repair - coder implementation report.md
TOO-45-18	review-18 round 2 repair	implementation	30		Sonnet 5	E	TOO-45/reports/review-18-round2 repair - coder implementation report.md
TOO-45-18	review-18 round 2 repair -- combined: non-blocking fixes + full-suite/ruff/fitness + diff review	other	10		Sonnet 5	E	TOO-45/reports/review-18-round2 repair - coder implementation report.md
TOO-45-18	review-18 round 2 repair	report	5		Sonnet 5	E	TOO-45/reports/review-18-round2 repair - coder implementation report.md
TOO-45-18	review-18 round 2 repair	TOTAL	58	3.0	Sonnet 5	E	TOO-45/reports/review-18-round2 repair - coder implementation report.md
TOO-45-18	review-18 round 3 repair	planning	37.5		Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round3 repair - coder implementation report.md
TOO-45-18	review-18 round 3 repair	implementation	90		Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round3 repair - coder implementation report.md
TOO-45-18	review-18 round 3 repair -- combined: self-review + suite runs + report writing	other	35		Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round3 repair - coder implementation report.md
TOO-45-18	review-18 round 3 repair	TOTAL	130	3.5	Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round3 repair - coder implementation report.md
TOO-45-18	review-18 round 4 repair	planning	10	0.6	Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round4 repair - coder implementation report.md
TOO-45-18	review-18 round 4 repair	implementation	30	2.2	Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round4 repair - coder implementation report.md
TOO-45-18	review-18 round 4 repair	self_review	8	0.3	Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round4 repair - coder implementation report.md
TOO-45-18	review-18 round 4 repair	report	5	0.2	Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round4 repair - coder implementation report.md
TOO-45-18	review-18 round 4 repair	TOTAL	53	3.3	Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round4 repair - coder implementation report.md
TOO-45-18	review-18 round 5 repair	planning	10		Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round5 repair - coder implementation report.md
TOO-45-18	review-18 round 5 repair	implementation	55		Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round5 repair - coder implementation report.md
TOO-45-18	review-18 round 5 repair	self_review	10		Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round5 repair - coder implementation report.md
TOO-45-18	review-18 round 5 repair	report	10		Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round5 repair - coder implementation report.md
TOO-45-18	review-18 round 5 repair	TOTAL	85	3.0	Sonnet 5	E	TOO-45/reports/TOO-45 review-18-round5 repair - coder implementation report.md
TOO-45-19	ticket 19 repair round	planning	2		Sonnet 5	E	implementation/TOO-45 ticket 19 repair round - coder implementation report.md
TOO-45-19	ticket 19 repair round -- independent F1 re-measurement, isolated HEAD copy	verification	7		Sonnet 5	E	implementation/TOO-45 ticket 19 repair round - coder implementation report.md
TOO-45-19	ticket 19 repair round	implementation	2		Sonnet 5	E	implementation/TOO-45 ticket 19 repair round - coder implementation report.md
TOO-45-19	ticket 19 repair round	self_review	3		Sonnet 5	E	implementation/TOO-45 ticket 19 repair round - coder implementation report.md
TOO-45-19	ticket 19 repair round	TOTAL	13.5		Sonnet 5	E	implementation/TOO-45 ticket 19 repair round - coder implementation report.md
TOO-45-20a	ticket 20a repair round	planning	20	0.6	Sonnet	E	implementation/TOO-45 ticket 20a repair round - coder implementation report.md
TOO-45-20a	ticket 20a repair round	implementation	65	1.8	Sonnet	E	implementation/TOO-45 ticket 20a repair round - coder implementation report.md
TOO-45-20a	ticket 20a repair round	self_review	25	0.7	Sonnet	E	implementation/TOO-45 ticket 20a repair round - coder implementation report.md
TOO-45-20a	ticket 20a repair round	TOTAL	110	3.1	Sonnet	E	implementation/TOO-45 ticket 20a repair round - coder implementation report.md
TOO-45-32	ticket 32 item 1: MigrationOutcome reason carrying -- investigation + design	planning	25		Sonnet-class	E	TOO-45/TOO-45 ticket 32 item 1 - MigrationOutcome reason carrying - coder implementation report.md
TOO-45-32	ticket 32 item 1: MigrationOutcome reason carrying	implementation	10		Sonnet-class	E	TOO-45/TOO-45 ticket 32 item 1 - MigrationOutcome reason carrying - coder implementation report.md
TOO-45-32	ticket 32 item 1: MigrationOutcome reason carrying -- tests	implementation	15		Sonnet-class	E	TOO-45/TOO-45 ticket 32 item 1 - MigrationOutcome reason carrying - coder implementation report.md
TOO-45-32	ticket 32 item 1: MigrationOutcome reason carrying -- gates + mutation verification	verification	15		Sonnet-class	E	TOO-45/TOO-45 ticket 32 item 1 - MigrationOutcome reason carrying - coder implementation report.md
TOO-45-32	ticket 32 item 1: MigrationOutcome reason carrying	report	5		Sonnet-class	E	TOO-45/TOO-45 ticket 32 item 1 - MigrationOutcome reason carrying - coder implementation report.md
TOO-45-32	ticket 32 item 1: MigrationOutcome reason carrying	TOTAL	70	1.5	Sonnet-class	E	TOO-45/TOO-45 ticket 32 item 1 - MigrationOutcome reason carrying - coder implementation report.md
TOO-45-38	ticket 38 fallback_kind prose-parsing fix	planning	36		Sonnet	E	implementation/TOO-45 ticket 38 fallback_kind prose-parsing fix - coder implementation report.md
TOO-45-38	ticket 38 fallback_kind prose-parsing fix -- combined: phases 2+3, implementation + test fixes + mutation verification + gates	other	26		Sonnet	E	implementation/TOO-45 ticket 38 fallback_kind prose-parsing fix - coder implementation report.md
TOO-45-38	ticket 38 fallback_kind prose-parsing fix	TOTAL	62	4.0	Sonnet	E	implementation/TOO-45 ticket 38 fallback_kind prose-parsing fix - coder implementation report.md
TOO-45-39	proposed ticket 39: write guard ordinary-tier check	planning	4		Sonnet	M	TOO-45/reports/TOO-45 proposed ticket 39 - write guard ordinary-tier check.md
TOO-45-39	proposed ticket 39: write guard ordinary-tier check	implementation	5		Sonnet	M	TOO-45/reports/TOO-45 proposed ticket 39 - write guard ordinary-tier check.md
TOO-45-39	proposed ticket 39: write guard ordinary-tier check	self_review	6		Sonnet	M	TOO-45/reports/TOO-45 proposed ticket 39 - write guard ordinary-tier check.md
TOO-45-39	proposed ticket 39: write guard ordinary-tier check	report	2		Sonnet	E	TOO-45/reports/TOO-45 proposed ticket 39 - write guard ordinary-tier check.md
TOO-45-39	proposed ticket 39: write guard ordinary-tier check	TOTAL	16	0.45	Sonnet	E	TOO-45/reports/TOO-45 proposed ticket 39 - write guard ordinary-tier check.md
TOO-45-39	punch-list 39 round 4	planning	25		Sonnet 5	E	TOO-45/reports/TOO-45 punch-list 39 round 4 - coder implementation report.md
TOO-45-39	punch-list 39 round 4	implementation	55		Sonnet 5	E	TOO-45/reports/TOO-45 punch-list 39 round 4 - coder implementation report.md
TOO-45-39	punch-list 39 round 4 -- combined: phase 3/4 self-review + report	other	10		Sonnet 5	E	TOO-45/reports/TOO-45 punch-list 39 round 4 - coder implementation report.md
TOO-45-39	punch-list 39 round 4	TOTAL	90	2.5	Sonnet 5	E	TOO-45/reports/TOO-45 punch-list 39 round 4 - coder implementation report.md
TOO-45-39	review-39 round 1 repair	planning	20		Sonnet-class	E	TOO-45/reports/TOO-45 review-39-round1 repair - coder implementation report.md
TOO-45-39	review-39 round 1 repair	implementation	15		Sonnet-class	E	TOO-45/reports/TOO-45 review-39-round1 repair - coder implementation report.md
TOO-45-39	review-39 round 1 repair	verification	10		Sonnet-class	E	TOO-45/reports/TOO-45 review-39-round1 repair - coder implementation report.md
TOO-45-39	review-39 round 1 repair	report	5		Sonnet-class	E	TOO-45/reports/TOO-45 review-39-round1 repair - coder implementation report.md
TOO-45-39	review-39 round 1 repair	TOTAL	50	1.25	Sonnet-class	E	TOO-45/reports/TOO-45 review-39-round1 repair - coder implementation report.md
TOO-45-42-47	tickets 42 and 47	planning	30	2.5	Sonnet	E	TOO-45/TOO-45 tickets 42 and 47 - coder implementation report.md
TOO-45-42-47	tickets 42 and 47	implementation	12	1.0	Sonnet	E	TOO-45/TOO-45 tickets 42 and 47 - coder implementation report.md
TOO-45-42-47	tickets 42 and 47	self_review	15	1.3	Sonnet	E	TOO-45/TOO-45 tickets 42 and 47 - coder implementation report.md
TOO-45-42-47	tickets 42 and 47	report	5	0.4	Sonnet	E	TOO-45/TOO-45 tickets 42 and 47 - coder implementation report.md
TOO-45-42-47	tickets 42 and 47	TOTAL	62	5.2	Sonnet	E	TOO-45/TOO-45 tickets 42 and 47 - coder implementation report.md
TOO-45-44	ticket 44 broken isolation seam	planning	8	1.2		E	implementation/TOO-45 ticket 44 broken isolation seam - coder implementation report.md
TOO-45-44	ticket 44 broken isolation seam	implementation	11	1.6		E	implementation/TOO-45 ticket 44 broken isolation seam - coder implementation report.md
TOO-45-44	ticket 44 broken isolation seam -- combined: phases 3/4 full-suite verification + lint + report	other	8	1.0		E	implementation/TOO-45 ticket 44 broken isolation seam - coder implementation report.md
TOO-45-44	ticket 44 broken isolation seam	TOTAL	27	3.8		E	implementation/TOO-45 ticket 44 broken isolation seam - coder implementation report.md
TOO-45-45	proposed ticket 45: inert-mock static check -- planning + measuring the real data	planning	15	2.5		E	implementation/TOO-45 proposed ticket 45 inert-mock static check - implementation report.md
TOO-45-45	proposed ticket 45: inert-mock static check	implementation	20	4		E	implementation/TOO-45 proposed ticket 45 inert-mock static check - implementation report.md
TOO-45-45	proposed ticket 45: inert-mock static check	self_review	25	5		E	implementation/TOO-45 proposed ticket 45 inert-mock static check - implementation report.md
TOO-45-45	proposed ticket 45: inert-mock static check	TOTAL	60	11.5		E	implementation/TOO-45 proposed ticket 45 inert-mock static check - implementation report.md
TOO-45-74	ticket 74: hook payload-key + empty-registry fail-open	planning	18		Sonnet	E	TOO-45/reports/TOO-45 ticket 74 (hook payload-key + empty-registry fail-open) - coder implementation report.md
TOO-45-74	ticket 74: hook payload-key + empty-registry fail-open	implementation	10		Sonnet	E	TOO-45/reports/TOO-45 ticket 74 (hook payload-key + empty-registry fail-open) - coder implementation report.md
TOO-45-74	ticket 74: hook payload-key + empty-registry fail-open	verification	8		Sonnet	E	TOO-45/reports/TOO-45 ticket 74 (hook payload-key + empty-registry fail-open) - coder implementation report.md
TOO-45-74	ticket 74: hook payload-key + empty-registry fail-open	report	4		Sonnet	E	TOO-45/reports/TOO-45 ticket 74 (hook payload-key + empty-registry fail-open) - coder implementation report.md
TOO-45-74	ticket 74: hook payload-key + empty-registry fail-open	TOTAL	40	2.0	Sonnet	E	TOO-45/reports/TOO-45 ticket 74 (hook payload-key + empty-registry fail-open) - coder implementation report.md
TOO-45-74	review-74 round 1 repair	planning	10	1.75	Sonnet 5	E	TOO-45/reports/review-74-round1-repair.md
TOO-45-74	review-74 round 1 repair	implementation	25	6.0	Sonnet 5	E	TOO-45/reports/review-74-round1-repair.md
TOO-45-74	review-74 round 1 repair	self_review	10	2.5	Sonnet 5	E	TOO-45/reports/review-74-round1-repair.md
TOO-45-74	review-74 round 1 repair	report	5	1.0	Sonnet 5	E	TOO-45/reports/review-74-round1-repair.md
TOO-45-74	review-74 round 1 repair	TOTAL	50	11.5	Sonnet 5	E	TOO-45/reports/review-74-round1-repair.md
TOO-45-77	ticket 77 leading env assignment, phase 1 grammar	planning	18	1.9		E	TOO-45/reports/TOO-45 ticket 77 leading env assignment - phase 1 grammar - coder report.md
TOO-45-77	ticket 77 leading env assignment, phase 1 grammar	implementation	15	1.2		E	TOO-45/reports/TOO-45 ticket 77 leading env assignment - phase 1 grammar - coder report.md
TOO-45-77	ticket 77 leading env assignment, phase 1 grammar -- combined: self-review and verification	other	7	0.55		E	TOO-45/reports/TOO-45 ticket 77 leading env assignment - phase 1 grammar - coder report.md
TOO-45-77	ticket 77 leading env assignment, phase 1 grammar	report	4	0.35		E	TOO-45/reports/TOO-45 ticket 77 leading env assignment - phase 1 grammar - coder report.md
TOO-45-77	ticket 77 leading env assignment, phase 1 grammar	TOTAL	44	4.0		E	TOO-45/reports/TOO-45 ticket 77 leading env assignment - phase 1 grammar - coder report.md
TOO-45-77	ticket 77 grammar phase 1, M1+L1	planning	10		Opus	E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 M1+L1 - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1, M1+L1	implementation	24		Opus	E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 M1+L1 - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1, M1+L1	self_review	12		Opus	E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 M1+L1 - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1, M1+L1	TOTAL	46	8.0	Opus	E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 M1+L1 - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1 delta fold-in	planning	8	1.2		E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 delta fold-in (M1 +=, L1, L2, L3) - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1 delta fold-in	implementation	18	2.6		E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 delta fold-in (M1 +=, L1, L2, L3) - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1 delta fold-in	self_review	6	1.1		E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 delta fold-in (M1 +=, L1, L2, L3) - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1 delta fold-in -- handoff	report	2	0.4		E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 delta fold-in (M1 +=, L1, L2, L3) - coder implementation report.md
TOO-45-77	ticket 77 grammar phase 1 delta fold-in	TOTAL	34	5.3		E	TOO-45/reports/TOO-45 ticket 77 grammar phase 1 delta fold-in (M1 +=, L1, L2, L3) - coder implementation report.md
TOO-45-77	ticket 77 phase 2 matcher	planning	55	4.2		E	TOO-45/reports/TOO-45 ticket 77 phase 2 matcher - coder implementation report.md
TOO-45-77	ticket 77 phase 2 matcher	implementation	75	5.6		E	TOO-45/reports/TOO-45 ticket 77 phase 2 matcher - coder implementation report.md
TOO-45-77	ticket 77 phase 2 matcher -- tests and red-before-green	implementation	25	1.8		E	TOO-45/reports/TOO-45 ticket 77 phase 2 matcher - coder implementation report.md
TOO-45-77	ticket 77 phase 2 matcher	verification	30	2.3		E	TOO-45/reports/TOO-45 ticket 77 phase 2 matcher - coder implementation report.md
TOO-45-77	ticket 77 phase 2 matcher -- docs and reporting	report	20	1.4		E	TOO-45/reports/TOO-45 ticket 77 phase 2 matcher - coder implementation report.md
TOO-45-77	ticket 77 phase 2 matcher	TOTAL	185	15.3		E	TOO-45/reports/TOO-45 ticket 77 phase 2 matcher - coder implementation report.md
TOO-45-78	ticket 78 tilde-expanded variant	planning	20	1.6		E	TOO-45/reports/TOO-45 ticket 78 tilde-expanded variant - coder implementation report.md
TOO-45-78	ticket 78 tilde-expanded variant	implementation	15	1.1		E	TOO-45/reports/TOO-45 ticket 78 tilde-expanded variant - coder implementation report.md
TOO-45-78	ticket 78 tilde-expanded variant	verification	20	1.8		E	TOO-45/reports/TOO-45 ticket 78 tilde-expanded variant - coder implementation report.md
TOO-45-78	ticket 78 tilde-expanded variant -- doc sweep and reporting	report	10	0.9		E	TOO-45/reports/TOO-45 ticket 78 tilde-expanded variant - coder implementation report.md
TOO-45-78	ticket 78 tilde-expanded variant	TOTAL	65	5.4		E	TOO-45/reports/TOO-45 ticket 78 tilde-expanded variant - coder implementation report.md
